Gwinnett,dnh1pyxc,GA,33.9617,-84.0236
DuPage,dp3q5dfj,IL,41.852,-88.0856
Erie,dr8522uv,NY,42.7639,-78.7323
Prince George's,dqckgk9w,MD,38.8295,-76.8473
Kern,9q7941zm,CA,35.3426,-118.73
Hartford,drkmbfte,CT,41.8064,-72.7329
Pierce,c235t2qp,WA,47.0241,-122.105
San Francisco,9q8yv9nr,CA,37.7558,-122.445
Macomb,dpt4bud8,MI,42.6957,-82.9323
Denton,9vfuyhcs,TX,33.2055,-97.1168
Hidalgo,9udnjv6e,TX,26.3967,-98.1811
New Haven,drk5s6s6,CT,41.4106,-72.9321
Ventura,9q5k40tc,CA,34.4561,-119.084
El Paso,9tskwx61,TX,31.7686,-106.235
Baltimore,dr182pby,MD,39.4627,-76.6393
Montgomery,dr4kubph,PA,40.2108,-75.3673
Worcester,drsbgty6,MA,42.3514,-71.9077
Middlesex,dr5n49xp,NJ,40.4392,-74.4117
Hamilton,dngyupmf,OH,39.1955,-84.5428
Snohomish,c293qdy8,WA,48.0475,-121.698
Multnomah,c20gn7s3,OR,45.5468,-122.415
Suffolk,drt2ydx1,MA,42.3334,-71.0719
Essex,dr70n3nf,NJ,40.7872,-74.2471
Oklahoma,9y6dpryn,OK,35.5515,-97.4072
Fort Bend,9v5zuxmf,TX,29.5275,-95.7709
Essex,drtdc2qm,MA,42.6732,-70.952
Jefferson,dng14zbb,KY,38.1872,-85.6591
San Mateo,9q9hbkds,CA,37.4229,-122.329
Cobb,dn5c56v5,GA,33.9415,-84.5767
Lee,dhtz1y6e,FL,26.5779,-81.8337
DeKalb,dnh057uj,GA,33.7715,-84.2264
San Joaquin,9q9zb3uf,CA,37.9348,-121.271
Monroe,dr8tryx3,NY,43.1464,-77.6961
Denver,9xj6jqry,CO,39.762,-104.876
El Paso,9wvsvmnv,CO,38.8321,-104.525
Polk,dhvyuzvw,FL,27.9489,-81.6977
Norfolk,drmrge16,MA,42.1605,-71.2114
District of Columbia,dqcjr6qk,DC,38.9047,-77.0163
Jackson,9yuvvj72,MO,39.0085,-94.3461
Lake,dp92v2tx,IL,42.3233,-88.0037
Davidson,dn6mc0mq,TN,36.1695,-86.7847
Will,dp37vbzf,IL,41.445,-87.9786
Bernalillo,9whpksvj,NM,35.0514,-106.67
Hudson,dr5rdrfn,NJ,40.7371,-74.0779
Jefferson,djfnys7g,AL,33.5543,-86.8964
Kent,dpehv3bb,MI,43.0322,-85.5493
Tulsa,9y7v2z9s,OK,36.1211,-95.9415
Arapahoe,9xjc9dn8,CO,39.6498,-104.339
Providence,drmn5nt4,RI,41.8721,-71.58
Bucks,dr4t6zhu,PA,40.337,-75.1069
Utah,9x0s4zs5,UT,40.1199,-111.67
Monmouth,dr5jp11t,NJ,40.2603,-74.2213
Baltimore,dqcx8e70,MD,39.3051,-76.6144
Ocean,dr54vsyj,NJ,39.8855,-74.2813
Johnson,9yut4q8d,KS,38.8838,-94.8223
Washington,c207nvfw,OR,45.5601,-123.098
Brevard,djn8fysw,FL,28.2936,-80.7323
Montgomery,9vkh6gbz,TX,30.3002,-95.503
Jefferson,9xj1hyqz,CO,39.5864,-105.251
Anne Arundel,dqctbucv,MD,39.0065,-76.6051
Williamson,9v6w751w,TX,30.6475,-97.6004
Douglas,9z7dgvwe,NE,41.2954,-96.1543
Delaware,dr47h685,PA,39.9167,-75.3991
Bristol,drmmvbbn,MA,41.7972,-71.1144
New Castle,dr41nkxr,DE,39.5768,-75.6527
Union,dr5pm1fn,NJ,40.6601,-74.3087
Ramsey,cbjb17ng,MN,45.0171,-93.0996
Stanislaus,9q9vwtkj,CA,37.5591,-120.998
Volusia,djnm29vh,FL,29.0583,-81.1819
Lancaster,dr1gbcqp,PA,40.0424,-76.2477
Dane,dp8mj0pt,WI,43.0673,-89.4181
Summit,dpq1bwy0,OH,41.126,-81.5322
Pasco,djj3j1e0,FL,28.3091,-82.3932
Guilford,dnrm2256,NC,36.0795,-79.7889
Montgomery,dph41vj7,OH,39.7547,-84.2907
Kane,dp3nef8r,IL,41.9388,-88.4286
Chester,dr45kkcs,PA,39.9731,-75.7484
Plymouth,drmwssux,MA,41.9512,-70.8114
Greenville,dnjqt878,SC,34.8941,-82.3706
Sedgwick,9ydwqhr1,KS,37.6848,-97.461
Spokane,c2kwbmj4,WA,47.6207,-117.404
Adams,9xjfcdz3,CO,39.8737,-104.338
Camden,dr4dqq00,NJ,39.8035,-74.9597
Passaic,dr71mnpf,NJ,41.0343,-74.3008
Sonoma,9qbe5tgx,CA,38.5289,-122.888
Morris,dr6brwwq,NJ,40.862,-74.5445
Lake,dp3geedm,IN,41.4167,-87.3821
Polk,9zmmnstg,IA,41.6855,-93.5735
Clark,c20ukvff,WA,45.7791,-122.483
Richmond,dr5qbeeb,NY,40.5808,-74.1524
Ada,9rtr4y59,ID,43.4511,-116.241
Prince William,dqbuhvsh,VA,38.7029,-77.4809
Seminole,djn5r7v8,FL,28.717,-81.2363
Hampden,drkrenrq,MA,42.1351,-72.6316
Knox,dnkkcbqg,TN,35.9932,-83.9371
Washoe,9r4zkfzn,NV,40.6656,-119.664
Tulare,9q7w09sj,CA,36.2202,-118.8
Onondaga,dr9udhuy,NY,43.0058,-76.1946
Virginia Beach,dq9bvx4u,VA,36.7335,-76.0435
York,dr17n51q,PA,39.92,-76.7265
Pinal,9tbg4q14,AZ,32.9044,-111.345
Burlington,dr4fugs2,NJ,39.8777,-74.6681
Santa Barbara,9q4tkbn2,CA,34.6729,-120.017
Solano,9qc39qg4,CA,38.27,-121.933
East Baton Rouge,9vrjxp64,LA,30.5383,-91.0956
Jefferson,9vrcmne5,LA,29.7872,-90.1274
Monterey,9q3y11he,CA,36.2171,-121.239
Lucas,dpksb29k,OH,41.6197,-83.659
Sarasota,dhv6wsb1,FL,27.1845,-82.3315
Dakota,9zvy4hrb,MN,44.6719,-93.0654
Cameron,9udssvmm,TX,26.1333,-97.5182
Berks,dr4jbm86,PA,40.4163,-75.926
Hillsborough,drth0h3z,NH,42.9153,-71.7161
Clackamas,c2114f1r,OR,45.188,-122.221
Richland,dnn3x12p,SC,34.0218,-80.9031
Mobile,dj3r0udk,AL,30.7872,-88.2058
Charleston,djz4u97g,SC,32.8346,-79.9531
Genesee,dpskxpye,MI,43.0217,-83.7067
Loudoun,dqby3k5r,VA,39.0907,-77.6357
Waukesha,dp9hwx4x,WI,43.0182,-88.3045
St. Charles,9yzs8sh9,MO,38.782,-90.6749
Manatee,dhvkqc5g,FL,27.4719,-82.3153
Pulaski,9ynmg3sm,AR,34.77,-92.312
Placer,9qfnjp20,CA,39.0634,-120.718
Orleans,dj2519gf,LA,30.0687,-89.9288
Butler,dp5b77tf,OH,39.4386,-84.5756
Orange,dr75t1h2,NY,41.4021,-74.3056
Collier,dhwhsck9,FL,26.1107,-81.3475
Forsyth,dnqvt9rh,NC,36.1306,-80.2563
Lane,9rb9uwbc,OR,43.9387,-122.848
Allen,dp79b227,IN,41.0909,-85.0666
Stark,dpq0hmzq,OH,40.8139,-81.3656
Washtenaw,dps2k5yq,MI,42.2532,-83.8388
Mercer,dr4vhj7g,NJ,40.2834,-74.7018
Brazoria,9vhn5cvf,TX,29.1897,-95.4521
Madison,dn4my82j,AL,34.7631,-86.5502
Lehigh,dr4ppc76,PA,40.6127,-75.5924
Hamilton,dn72nh2z,TN,35.1808,-85.1648
Osceola,dhyr9kss,FL,28.0626,-81.1495
Nueces,9uftdz20,TX,27.7254,-97.6134
Marion,djjwhv81,FL,29.2102,-82.0567
Lake,djjgsege,FL,28.7615,-81.7113
Bell,9vd8tf4j,TX,31.0373,-97.4788
Anoka,cbj9w1gb,MN,45.2733,-93.2465
Davis,9x230y4b,UT,40.99,-112.112
Westmoreland,dppmrdqh,PA,40.3109,-79.4668
Larimer,9xjp25j6,CO,40.6664,-105.461
Chesterfield,dq8udkwc,VA,37.3785,-77.587
Douglas,9wvrsrb8,CO,39.3297,-104.93
Horry,dnpbfrhq,SC,33.9214,-78.9966
Marion,9rbz6w2s,OR,44.9033,-122.585
Galveston,9vhrpp1e,TX,29.3945,-94.9635
Cumberland,dnpzqhrm,NC,35.0487,-78.8277
Hamilton,dp4gcyfz,IN,40.0725,-86.052
Somerset,dr4yy065,NJ,40.5635,-74.6163
Henrico,dq8vw9df,VA,37.538,-77.4058
Rockland,dr765e96,NY,41.1524,-74.0241
Boulder,9xjh4d8g,CO,40.0925,-105.358
Rutherford,dn6ecscq,TN,35.8427,-86.4167
Howard,dqcr33k7,MD,39.2507,-76.9312
Fayette,dngbqj7h,KY,38.0423,-84.4587
St. Lucie,dhyg8zf5,FL,27.3772,-80.472
Durham,dnrvj05u,NC,36.036,-78.8766
Luzerne,dr3fqb43,PA,41.177,-75.9891
Escambia,dj3ykp05,FL,30.669,-87.363
Lancaster,9z70pbd1,NE,40.7842,-96.6878
Weld,9xjy8qz8,CO,40.5548,-104.392
Spartanburg,dnjwwqbp,SC,34.9309,-81.9908
Lorain,dpmdftek,OH,41.2956,-82.151
Lubbock,9tzx5n89,TX,33.6102,-101.82
Rockingham,drtkt98h,NH,42.9876,-71.1254
McHenry,dp90g0zj,IL,42.3244,-88.4523
Albany,dre6kenh,NY,42.6002,-73.9736
St. Louis,9yzgf3mw,MO,38.6359,-90.2451
Northampton,dr4ry74d,PA,40.7542,-75.3076
Lexington,dnn0yeer,SC,33.9023,-81.2722
Cumberland,drvcqn10,ME,43.8465,-70.399
Dutchess,dr7t9gn5,NY,41.7651,-73.7429
Anchorage,bdvgyunj,AK,61.1508,-149.109
Leon,djkj60ww,FL,30.458,-84.2779
Gloucester,dr49fn7d,NJ,39.7173,-75.1414
Greene,9ytegyw7,MO,37.258,-93.342
Ingham,dps42494,MI,42.5971,-84.3735
Chatham,djwq1f0y,GA,32.0043,-81.1329
Ottawa,dpdu7hed,MI,42.9598,-85.9961
Clayton,djunb6he,GA,33.5419,-84.3577
Thurston,c22duyed,WA,46.9258,-122.833
Winnebago,dp88g554,IL,42.3363,-89.1609
San Luis Obispo,9q63k4h0,CA,35.3871,-120.404
Cleveland,9y6b3290,OK,35.2031,-97.3265
Dauphin,dr1muv6u,PA,40.4154,-76.7795
Webb,9ucmgtub,TX,27.7611,-99.3316
York,dnnqbwgq,SC,34.9748,-81.1845
Merced,9qd5t484,CA,37.1919,-120.718
Benton,9ykyxpkb,AR,36.3387,-94.2561
Santa Cruz,9q94zcch,CA,37.0562,-122.002
Erie,dprnfu9b,PA,41.9925,-80.0327
St. Joseph,dp6su2jd,IN,41.6167,-86.2899
Kitsap,c22ybe9m,WA,47.613,-122.672
Alachua,djm2vfhu,FL,29.6748,-82.3577
New London,drksp23m,CT,41.4867,-72.1014
Atlantic,dr4bt49w,NJ,39.4777,-74.661
Madison,dnbhfhtp,IL,38.8297,-89.9049
Kalamazoo,dpe0mdw1,MI,42.2455,-85.5312
Brown,dpckvkmd,WI,44.4525,-88.0037
St. Clair,dnb4cek1,IL,38.4703,-89.9284
Buncombe,dnm69fz6,NC,35.6112,-82.5301
Marin,9qb8x756,CA,38.0735,-122.724
Washington,cbjbnrh4,MN,45.0388,-92.8838
St. Tammany,dj2j0bn2,LA,30.4102,-89.9583
Frederick,dr0bwc8q,MD,39.4722,-77.398
St. Johns,djq44g2t,FL,29.9016,-81.4407
Weber,9x26v2gn,UT,41.2698,-111.913
McLennan,9vdgkpgy,TX,31.5524,-97.2018
Cherokee,dn5fv9ym,GA,34.2439,-84.4762
Harford,dr19p3gs,MD,39.5611,-76.3171
Jefferson,9vm4120x,TX,29.8841,-94.1629
Cumberland,dr1h3z8c,PA,40.1636,-77.2655
Yakima,c260k90z,WA,46.457,-120.739
Clay,9yuzekkb,MO,39.3105,-94.4209
Norfolk,dq9cbsmy,VA,36.8945,-76.259
Lafayette,9vqec4cp,LA,30.2068,-92.0639
Caddo,9vv1rehg,LA,32.5806,-93.8823
Chesapeake,dq98xsyr,VA,36.6778,-76.3023
Forsyth,dnh4twtc,GA,34.2255,-84.1251
Arlington,dqcjjt8s,VA,38.8786,-77.1011
Washington,9ymh8jf3,AR,35.9791,-94.2156
Union,dnnxp3rq,NC,34.9884,-80.5307
Hinds,9vxxtcvr,MS,32.2667,-90.4429
Warren,dph0k9xd,OH,39.4277,-84.1668
Yavapai,9qpuyf8y,AZ,34.5998,-112.554
Williamson,dn6hnw62,TN,35.8938,-86.8987
New Hanover,dq0dexyh,NC,34.2328,-77.8847
Sussex,dqf7umyw,DE,38.6606,-75.39
Smith,9vu20jen,TX,32.375,-95.2692
Henry,djunm1bv,GA,33.453,-84.1542
Lake,dpqjpqsf,OH,41.6963,-81.2373
Saratoga,dremppmy,NY,43.1074,-73.8639
Richmond,dq8vsbpc,VA,37.5295,-77.4756
Oneida,drdmgrvm,NY,43.2417,-75.4358
Mahoning,dpq93fkr,OH,41.0146,-80.7763
Montgomery,djdxq398,AL,32.2203,-86.2076
Brazos,9v7w2tds,TX,30.6608,-96.3024
Linn,9zqz7s5x,IA,42.079,-91.599
Jefferson,9yz9ev0r,MO,38.2611,-90.5377
Whatcom,c29my0qq,WA,48.8258,-121.72
Canyon,9rv00jwy,ID,43.6251,-116.709
Butte,9r198vjh,CA,39.6669,-121.601
Hays,9v66cpzg,TX,30.0579,-98.0312
Gaston,dnq2b9nk,NC,35.2944,-81.1803
Berkeley,djzhueks,SC,33.1973,-79.9522
Jackson,9r89rhxc,OR,42.4322,-122.728
Yolo,9qck449v,CA,38.6866,-121.902
Baldwin,dj3wgcf3,AL,30.7276,-87.7226
Doña Ana,9tu00cwg,NM,32.3526,-106.833
Shelby,djfm5zxd,AL,33.2643,-86.6607
Clay,djmf962b,FL,29.9831,-81.8579
Barnstable,drqj2e8n,MA,41.7244,-70.2904
Yuma,9mz42j82,AZ,32.7695,-113.906
Cabarrus,dnq9qczz,NC,35.3868,-80.5519
Mohave,9qr557sp,AZ,35.7041,-113.758
Lackawanna,dr65xrqf,PA,41.4367,-75.6093
Niagara,dr8jb076,NY,43.2001,-78.7453
Champaign,dp1k2gr3,IL,40.1401,-88.1992
Tuscaloosa,djcv2k4j,AL,33.2896,-87.5251
Okaloosa,dj6qte1v,FL,30.6913,-86.5917
Washington,dpnutukb,PA,40.1894,-80.2483
Harrison,dj2ts4ed,MS,30.5122,-89.1161
York,drtxqfgq,ME,43.4782,-70.7144
Clermont,dnunjh6s,OH,39.0476,-84.1517
Delaware,dphvphmw,OH,40.2784,-83.0049
Elkhart,dp6uwhxd,IN,41.5974,-85.8587
Montgomery,dn3zes19,TN,36.4969,-87.3829
Johnston,dq2609zf,NC,35.5178,-78.3657
Calcasieu,9vmegx4f,LA,30.2293,-93.358
Richmond,djvtu2gv,GA,33.3596,-82.0736
Hall,dnh7hxhq,GA,34.3169,-83.8197
Hawaii,8e3rmpfc,HI,19.5985,-155.518
Benton,c25p03ww,WA,46.2398,-119.511
Anderson,dnjhrs0c,SC,34.5193,-82.6378
St. Louis,cbqnzcbu,MN,47.6032,-92.4707
Trumbull,dpqe41xd,OH,41.3172,-80.7611
Onslow,dq0vtfz9,NC,34.7321,-77.4321
Sangamon,dp04pvb2,IL,39.7582,-89.6589
Racine,dp97hjgy,WI,42.7475,-88.0612
Muscogee,djg8uw62,GA,32.51,-84.8771
Tippecanoe,dp4jy8t8,IN,40.3886,-86.8941
Broome,dr6pfejb,NY,42.1602,-75.8196
Deschutes,9rccc6kr,OR,43.915,-121.228
Minnehaha,9zg0mqws,SD,43.6742,-96.7915
Saginaw,dpsnx2fk,MI,43.335,-84.0532
Livingston,dps66e9e,MI,42.6029,-83.9115
Hernando,djj6kqh2,FL,28.5535,-82.4245
El Dorado,9qfk97kw,CA,38.7787,-120.525
Beaufort,djy84zw5,SC,32.3855,-80.7302
Butler,dpr0txbc,PA,40.912,-79.9133
Sumner,dn6x2x13,TN,36.4694,-86.4604
Outagamie,dpchdvty,WI,44.4161,-88.4649
Charlotte,dhvc01cr,FL,26.9055,-81.9123
Sarpy,9z79uumk,NE,41.1129,-96.1119
DeSoto,dn0n2hy7,MS,34.8753,-89.9912
Vanderburgh,dnc8qfjz,IN,38.0249,-87.5859
Litchfield,dr7vv206,CT,41.7925,-73.2453
Peoria,dp20j3nz,IL,40.788,-89.76
Kanawha,dny40fcn,WV,38.3366,-81.5281
Imperial,9mvgyy9t,CA,33.0395,-115.365
Bay,dj7h5tt5,FL,30.2652,-85.6203
Pitt,dq2frr9d,NC,35.5933,-77.3745
Cass,cb6fgpfh,ND,46.933,-97.248
Boone,9yymg6n0,MO,38.9906,-92.3097
Santa Rosa,dj6neubd,FL,30.7004,-87.0219
Newport News,dq9e4fbb,VA,37.1051,-76.5185
Ellis,9vg0j2u7,TX,32.3484,-96.7946
Shasta,9r1pyuuc,CA,40.7637,-122.04
Kent,dqfq27ks,DE,39.086,-75.5686
Medina,dpmcbm4r,OH,41.1176,-81.8997
Iredell,dnq7xwmy,NC,35.807,-80.8734
Ulster,dr7nq1qx,NY,41.8881,-74.2586
Shawnee,9ygyj521,KS,39.0415,-95.7565
Licking,dpjk543w,OH,40.0916,-82.4831
Muskegon,dpdwr8fj,MI,43.2912,-86.152
Scott,9zrscgf1,IA,41.6371,-90.6233
McLean,dp0y65pk,IL,40.4909,-88.8473
Washington,9qxk14sq,UT,37.2804,-113.505
Johnson,9vfb0q7v,TX,32.379,-97.3665
Midland,9txmq1wf,TX,31.8691,-102.032
Winnebago,dpbfwy6z,WI,44.0689,-88.6447
Aiken,djvyy6e3,SC,33.5443,-81.6347
Porter,dp65fexe,IN,41.4603,-87.0671
Kenosha,dp96hwck,WI,42.5769,-88.0424
Monroe,dr63td7k,PA,41.0581,-75.3395
Carroll,dr11p61y,MD,39.5629,-77.0225
Greene,dph3g195,OH,39.6915,-83.8899
Pueblo,9wv9jv20,CO,38.1735,-104.513
Davidson,dnqgweyz,NC,35.7933,-80.2128
Hendricks,dp46prv6,IN,39.7695,-86.51
Maui,8e8wtm2g,HI,20.8596,-156.565
Kenton,dngvkrse,KY,38.9334,-84.5333
Alamance,dnrt11x1,NC,36.0437,-79.3994
Wyandotte,9yuwe8de,KS,39.1146,-94.7646
Beaver,dpnz7tgr,PA,40.6823,-80.3493
Paulding,dn58uz19,GA,33.9206,-84.8673
Kent,drmj4f5m,RI,41.6721,-71.5931
Lee,djg33wy5,AL,32.6011,-85.3555
Chittenden,druhcjb4,VT,44.4608,-73.0808
Guadalupe,9v6271kj,TX,29.583,-97.9486
Middlesex,drk7vkjs,CT,41.4632,-72.5351
Rock,dp8dv0h1,WI,42.6712,-89.0716
Portage,dpq60q3g,OH,41.1677,-81.1974
Centre,dr28v1jh,PA,40.9193,-77.82
Ector,9txj69de,TX,31.8692,-102.543
Kootenai,c2mp0qu7,ID,47.6744,-116.702
Charles,dqc5pfpc,MD,38.5073,-76.9922
Hampshire,drs2f7zc,MA,42.3402,-72.6638
Dorchester,djyu4mcs,SC,33.0793,-80.4067
Martin,dhyf19r9,FL,27.0775,-80.4315
Yellowstone,c85j24su,MT,45.9373,-108.274
Stearns,cbheph8b,MN,45.5521,-94.613
St. Clair,dpthnxcv,MI,42.9341,-82.6806
Rensselaer,dredzprf,NY,42.7111,-73.5097
Catawba,dnq4zuhf,NC,35.662,-81.2151
Alexandria,dqchvfew,VA,38.8185,-77.0861
Jackson,dpebqghg,MI,42.2485,-84.4234
Sullivan,dnmrxngz,TN,36.5129,-82.3042
Indian River,dhyttc86,FL,27.6943,-80.6062
Olmsted,9zy636eh,MN,44.0038,-92.4018
Fairfield,dpj4psw1,OH,39.7516,-82.6306
Johnson,dp4b8syt,IN,39.49,-86.1016
Madera,9qdgdxre,CA,37.2181,-119.763
Houston,dju88hup,GA,32.459,-83.6662
Schenectady,dre7dfb1,NY,42.8181,-74.0586
Franklin,dr0epkt1,PA,39.9274,-77.7213
Ouachita,9vy2ybwb,LA,32.4784,-92.1549
Columbia,djvwb490,GA,33.5441,-82.2641
Rankin,dj8p91x2,MS,32.2641,-89.9458
Berrien,dp6w9ts7,MI,41.9547,-86.4123
Bibb,dju6xkjr,GA,32.8065,-83.6974
Mesa,9wfvgz14,CO,39.0183,-108.466
Penobscot,f2p4mbfv,ME,45.4006,-68.6495
Kings,9q6v1x31,CA,36.0753,-119.816
Tolland,drkw1gqp,CT,41.855,-72.3365
Merrimack,drtn2fh4,NH,43.2975,-71.6802
Johnson,9zqv5f5d,IA,41.6715,-91.5881
Washington,dr09m39e,MD,39.6036,-77.814
Santa Fe,9wk9ury6,NM,35.5069,-105.976
Stafford,dqbft6kb,VA,38.4207,-77.458
Cumberland,dqfxfzf1,NJ,39.3738,-75.1107
Monroe,dpkwe0bq,MI,41.9291,-83.5394
Comal,9v61ed7v,TX,29.8082,-98.2783
Citrus,djjk55u3,FL,28.8489,-82.4794
Monroe,dnfqz15b,IN,39.1609,-86.5231
Scott,9zvqp810,MN,44.6485,-93.5359
Orange,dnrtpsdp,NC,36.0611,-79.1207
Coweta,djgtxpv1,GA,33.3534,-84.7634
Douglas,djgxxp1z,GA,33.7018,-84.768
Sandoval,9wk500yt,NM,35.6886,-106.866
Canadian,9y664q73,OK,35.5424,-97.9824
Randolph,dnr5puz5,NC,35.7103,-79.806
Jackson,dj2vz013,MS,30.5423,-88.6357
Rock Island,9zreghfu,IL,41.4673,-90.5674
Coconino,9w2ebs5p,AZ,35.8387,-111.77
Schuylkill,dr1z9dm2,PA,40.7058,-76.2159
Sussex,dr6fh35v,NJ,41.1393,-74.6908
Rowan,dnqdxxgw,NC,35.6394,-80.5248
Wilson,dn6tsjzc,TN,36.1549,-86.2977
Livingston,9vrmpmmy,LA,30.4401,-90.7279
Lebanon,dr1tsht5,PA,40.3672,-76.4577
Napa,9qc503cs,CA,38.5065,-122.331
Parker,9vf6qqur,TX,32.7776,-97.8051
Florence,dnp3d3fp,SC,34.0245,-79.703
Taylor,9v8zybq1,TX,32.3015,-99.8902
Brunswick,dq03gdmj,NC,34.071,-78.2377
Wright,cbj0vzdj,MN,45.1739,-93.9631
Humboldt,9ppzt1hd,CA,40.6993,-123.876
Randall,9wpwcm2g,TX,34.9659,-101.897
Washington,dp9q8qbr,WI,43.3685,-88.2307
Marathon,dpbpmmrr,WI,44.8983,-89.7591
Hampton,dq9dy3dj,VA,37.0551,-76.363
Spotsylvania,dqbc0zke,VA,38.1849,-77.6561
Clark,dph7j6wk,OH,39.9168,-83.7839
Harnett,dnrcjq9n,NC,35.3688,-78.8693
Calhoun,dpe83dsz,MI,42.2465,-85.0056
Tangipahoa,9vrwnz2s,LA,30.6266,-90.4057
Grayson,9vgr2196,TX,33.6268,-96.6777
Tazewell,dp0q7n4m,IL,40.5075,-89.5134
Boone,dngtxyr0,KY,38.9699,-84.7278
Wichita,9y1c3gq4,TX,33.988,-98.7036
Black Hawk,9zw3e7qy,IA,42.4701,-92.3088
Robeson,dnptpfn3,NC,34.6402,-79.1039
Blount,dnk740xm,TN,35.6872,-83.9255
Cambria,dr0n2gfw,PA,40.4953,-78.7135
Warren,dndd3qkp,KY,36.9936,-86.4238
Wood,dpke31et,OH,41.3617,-83.623
Rapides,9vw1qre3,LA,31.1986,-92.5332
Fayette,dpp75e4x,PA,39.9201,-79.6474
Strafford,drtqr9yr,NH,43.297,-71.0289
Sumter,djjek1w3,FL,28.7048,-82.081
Kaufman,9vg92yt2,TX,32.5993,-96.2878
Madison,dp5h3rjn,IN,40.1617,-85.7194
Washington,dnmq6wzp,TN,36.2933,-82.4974
Sebastian,9ykbnxxx,AR,35.1988,-94.2743
Chautauqua,dpx81zrh,NY,42.2281,-79.3663
Kendall,dp3heg24,IL,41.5906,-88.4288
Skagit,c297vcqs,WA,48.4793,-121.731
Linn,9rbv5dvj,OR,44.4887,-122.534
Bossier,9vv3vuyv,LA,32.6784,-93.6049
Clarke,dnh9nutu,GA,33.9512,-83.3673
Cochise,9t9vqe3x,AZ,31.8795,-109.751
Cache,9x2t35qf,UT,41.7224,-111.744
Washington,drm5fjq4,RI,41.4697,-71.6225
Berkshire,drecn1ke,MA,42.3707,-73.2064
San Juan,9w6zxn5m,NM,36.5085,-108.321
Pickens,dnjnmx13,SC,34.8873,-82.7253
Hunterdon,dr4wz349,NJ,40.5673,-74.9122
Ascension,9vr7g62k,LA,30.2036,-90.9113
Faulkner,9ynrfymf,AR,35.147,-92.332
Wayne,dq290vz4,NC,35.364,-78.004
Gregg,9vu8f2uk,TX,32.4805,-94.817
Blair,dr0q31k7,PA,40.4811,-78.3484
Kennebec,drykskmj,ME,44.4091,-69.7673
Comanche,9y1vpnp1,OK,34.6621,-98.4717
Douglas,9yujpwdp,KS,38.8847,-95.2926
Richland,dpjrcyfc,OH,40.7747,-82.5365
Saline,9ynj554z,AR,34.6467,-92.6766
